State,Month,Year,Population,PopUI,everRCL,RCL,RCL_l1,date,time_to_treat_m,time,treat,MCL,Decriminalization,hhi,popBIPOC,popNotProfE,popPolice,party,season,ICE_SC
North Dakota,8,2010,674752,5000,0,0,0,8/1/10,0,20,1,0,0,58870,0.1074,0.02,19.7742759,Republican,q3,1
Ohio,8,2010,11539449,100000,0,0,0,8/1/10,0,20,1,0,1,52961,0.1867,0.02,7.445929893,Democrat,q3,1
Oklahoma,8,2010,3760014,90000,0,0,0,8/1/10,0,20,1,0,0,49749,0.3121,0.04,11.19596647,Democrat,q3,1
Oregon,8,2010,3837614,130000,1,0,0,8/1/10,69,20,1,1,1,58404,0.2151,0.06,7.517474212,Democrat,q3,1
Pennsylvania,8,2010,12711406,150000,0,0,0,8/1/10,0,20,1,0,0,55763,0.2024,0.04,13.46991772,Democrat,q3,1
Rhode Island,8,2010,1053994,35000,0,0,0,8/1/10,0,20,1,1,0,59582,0.2358,0.09,5.890361374,Republican,q3,1
South Carolina,8,2010,4635846,100000,0,0,0,8/1/10,0,20,1,0,0,48127,0.3559,0.03,11.76123652,Republican,q3,1
Tennessee,8,2010,6355518,120000,0,0,0,8/1/10,0,20,1,0,0,44541,0.242,0.03,9.155221983,Democrat,q3,1
Texas,8,2010,25241897,1650000,0,0,0,8/1/10,0,20,1,0,0,54554,0.5482,0.15,4.42622855,Republican,q3,1
South Dakota,8,2010,816193,5000,0,0,0,8/1/10,0,20,1,0,0,52344,0.1496,0.02,22.59942519,Republican,q3,1
Utah,8,2010,2775413,110000,0,0,0,8/1/10,0,20,1,0,0,65443,0.1959,0.06,6.078400512,Republican,q3,1
Vermont,8,2010,625886,5000,1,0,0,8/1/10,96,20,1,1,0,64551,0.055,0.01,15.18200022,Republican,q3,1
Virginia,8,2010,8024004,275000,0,0,0,8/1/10,0,20,1,0,0,69675,0.3508,0.05,5.636778492,Democrat,q3,1
Washington,8,2010,6743009,220000,1,0,0,8/1/10,29,20,1,1,0,64822,0.2734,0.08,4.580238946,Democrat,q3,1
Wisconsin,8,2010,5690538,75000,0,0,0,8/1/10,0,20,1,0,0,58114,0.1647,0.03,7.508370866,Democrat,q3,1
West Virginia,8,2010,1854265,5000,0,0,0,8/1/10,0,20,1,0,0,49372,0.0644,0.01,28.2245922,Democrat,q3,1
Wyoming,8,2010,564531,5000,0,0,0,8/1/10,0,20,1,0,0,60249,0.1392,0.02,14.37123199,Democrat,q3,1
Alabama,9,2010,4785514,90000,0,0,0,9/1/10,0,21,1,0,0,47244,0.3265,0.02,9.351980946,Republican,q3,1
Alaska,9,2010,713982,10000,1,0,0,9/1/10,55,21,1,1,1,66767,0.3583,0.06,6.617565271,Republican,q3,1
Arizona,9,2010,6407342,325000,0,0,0,9/1/10,0,21,1,0,1,54127,0.4201,0.12,2.112009402,Republican,q3,1
Arkansas,9,2010,2921998,70000,0,0,0,9/1/10,0,21,1,0,0,44536,0.2541,0.03,10.35694419,Democrat,q3,1
California,9,2010,37319550,2500000,1,0,0,9/1/10,75,21,1,1,1,62652,0.6001,0.2,2.3675338,Republican,q3,1
Colorado,9,2010,5047539,190000,1,0,0,9/1/10,28,21,1,1,1,69520,0.2977,0.07,5.845864826,Democrat,q3,1
Connecticut,9,2010,3579173,130000,0,0,0,9/1/10,0,21,1,0,0,76174,0.2877,0.08,3.413449607,Republican,q3,1
District of Columbia,9,2010,605282,20000,1,0,0,9/1/10,55,21,1,1,0,65705,0.6646,0.05,0.664757704,Democrat,q3,1
Delaware,9,2010,899647,20000,0,0,0,9/1/10,0,21,1,0,0,63727,0.3437,0.04,7.907039938,Democrat,q3,1
Florida,9,2010,18846143,900000,0,0,0,9/1/10,0,21,1,0,0,50860,0.4212,0.12,6.026175836,Republican,q3,1
Georgia,9,2010,9712209,400000,0,0,0,9/1/10,0,21,1,0,0,50919,0.4396,0.06,8.134065083,Republican,q3,1
Hawaii,9,2010,1364004,40000,0,0,0,9/1/10,0,21,1,1,0,68719,0.783,0.11,1.029183982,Republican,q3,1
Idaho,9,2010,1570819,35000,0,0,0,9/1/10,0,21,1,0,0,54304,0.1582,0.04,9.249914837,Republican,q3,1
Illinois,9,2010,12840545,500000,1,0,0,9/1/10,114,21,1,0,0,58549,0.3628,0.1,7.856199133,Democrat,q3,1
Indiana,9,2010,6490555,100000,0,0,0,9/1/10,0,21,1,0,0,53253,0.1833,0.03,5.73737446,Republican,q3,1
Iowa,9,2010,3050819,45000,0,0,0,9/1/10,0,21,1,0,0,56573,0.1124,0.03,8.403485477,Democrat,q3,1
Kansas,9,2010,2858266,85000,0,0,0,9/1/10,0,21,1,0,0,53155,0.2171,0.04,15.38667521,Democrat,q3,1
Kentucky,9,2010,4348464,50000,0,0,0,9/1/10,0,21,1,0,0,47442,0.1316,0.02,14.58738106,Democrat,q3,1
Louisiana,9,2010,4544635,65000,0,0,0,9/1/10,0,21,1,0,0,45359,0.393,0.03,5.999948824,Republican,q3,1
Maine,9,2010,1327651,5000,1,0,0,9/1/10,78,21,1,1,1,55321,0.0537,0.02,15.28199036,Democrat,q3,1
Maryland,9,2010,5788784,250000,0,0,0,9/1/10,0,21,1,0,0,74100,0.4524,0.06,3.308188789,Democrat,q3,1
Massachusetts,9,2010,6566440,180000,1,0,0,9/1/10,77,21,1,0,1,70329,0.2361,0.09,7.22398902,Democrat,q3,1
Michigan,9,2010,9877597,110000,1,0,0,9/1/10,114,21,1,1,0,53411,0.2326,0.03,8.286420792,Democrat,q3,1
Minnesota,9,2010,5310934,90000,0,0,0,9/1/10,0,21,1,0,1,60388,0.1678,0.04,7.013673836,Republican,q3,1
Mississippi,9,2010,2970615,25000,0,0,0,9/1/10,0,21,1,0,1,44044,0.4165,0.02,7.784862789,Republican,q3,1
Missouri,9,2010,5996089,65000,0,0,0,9/1/10,0,21,1,0,0,52881,0.1877,0.02,11.52126249,Democrat,q3,1
Montana,9,2010,990730,5000,0,0,0,9/1/10,0,21,1,1,0,47645,0.12,0.01,13.54335643,Democrat,q3,1
Nebraska,9,2010,1829591,45000,0,0,0,9/1/10,0,21,1,0,1,60599,0.1764,0.04,17.95940627,Republican,q3,1
Nevada,9,2010,2702483,230000,1,0,0,9/1/10,77,21,1,1,0,59094,0.4606,0.13,2.147709856,Republican,q3,1
New Hampshire,9,2010,1316807,10000,0,0,0,9/1/10,0,21,1,0,0,76907,0.0788,0.02,19.36998185,Democrat,q3,1
New Jersey,9,2010,8799451,475000,0,0,0,9/1/10,0,21,1,1,0,72677,0.4062,0.12,7.279432623,Democrat,q3,1
New Mexico,9,2010,2064614,85000,0,0,0,9/1/10,0,21,1,1,0,52093,0.5947,0.1,6.556010915,Democrat,q3,1
New York,9,2010,19399956,800000,0,0,0,9/1/10,0,21,1,0,1,57456,0.4179,0.13,5.774559345,Democrat,q3,1
North Carolina,9,2010,9574586,350000,0,0,0,9/1/10,0,21,1,0,1,50588,0.3461,0.05,8.452639473,Democrat,q3,1
North Dakota,9,2010,674752,5000,0,0,0,9/1/10,0,21,1,0,0,58870,0.1074,0.02,19.7742759,Republican,q3,1
Ohio,9,2010,11539449,100000,0,0,0,9/1/10,0,21,1,0,1,52961,0.1867,0.02,7.445929893,Democrat,q3,1
Oklahoma,9,2010,3760014,90000,0,0,0,9/1/10,0,21,1,0,0,49749,0.3121,0.04,11.19596647,Democrat,q3,1
Oregon,9,2010,3837614,130000,1,0,0,9/1/10,68,21,1,1,1,58404,0.2151,0.06,7.517474212,Democrat,q3,1
Pennsylvania,9,2010,12711406,150000,0,0,0,9/1/10,0,21,1,0,0,55763,0.2024,0.04,13.46991772,Democrat,q3,1
Rhode Island,9,2010,1053994,35000,0,0,0,9/1/10,0,21,1,1,0,59582,0.2358,0.09,5.890361374,Republican,q3,1
South Carolina,9,2010,4635846,100000,0,0,0,9/1/10,0,21,1,0,0,48127,0.3559,0.03,11.76123652,Republican,q3,1
Tennessee,9,2010,6355518,120000,0,0,0,9/1/10,0,21,1,0,0,44541,0.242,0.03,9.155221983,Democrat,q3,1
Texas,9,2010,25241897,1650000,0,0,0,9/1/10,0,21,1,0,0,54554,0.5482,0.15,4.42622855,Republican,q3,1
South Dakota,9,2010,816193,5000,0,0,0,9/1/10,0,21,1,0,0,52344,0.1496,0.02,22.59942519,Republican,q3,1
Utah,9,2010,2775413,110000,0,0,0,9/1/10,0,21,1,0,0,65443,0.1959,0.06,6.078400512,Republican,q3,1
Vermont,9,2010,625886,5000,1,0,0,9/1/10,95,21,1,1,0,64551,0.055,0.01,15.18200022,Republican,q3,1
Virginia,9,2010,8024004,275000,0,0,0,9/1/10,0,21,1,0,0,69675,0.3508,0.05,5.636778492,Democrat,q3,1
Washington,9,2010,6743009,220000,1,0,0,9/1/10,28,21,1,1,0,64822,0.2734,0.08,4.580238946,Democrat,q3,1
Wisconsin,9,2010,5690538,75000,0,0,0,9/1/10,0,21,1,0,0,58114,0.1647,0.03,7.508370866,Democrat,q3,1
West Virginia,9,2010,1854265,5000,0,0,0,9/1/10,0,21,1,0,0,49372,0.0644,0.01,28.2245922,Democrat,q3,1
Wyoming,9,2010,564531,5000,0,0,0,9/1/10,0,21,1,0,0,60249,0.1392,0.02,14.37123199,Democrat,q3,1
Alabama,10,2010,4785514,90000,0,0,0,10/1/10,0,22,1,0,0,47244,0.3265,0.02,9.351980946,Republican,q4,1
Alaska,10,2010,713982,10000,1,0,0,10/1/10,54,22,1,1,1,66767,0.3583,0.06,6.617565271,Republican,q4,1
Arizona,10,2010,6407342,325000,0,0,0,10/1/10,0,22,1,0,1,54127,0.4201,0.12,2.112009402,Republican,q4,1
Arkansas,10,2010,2921998,70000,0,0,0,10/1/10,0,22,1,0,0,44536,0.2541,0.03,10.35694419,Democrat,q4,1
California,10,2010,37319550,2500000,1,0,0,10/1/10,74,22,1,1,1,62652,0.6001,0.2,2.3675338,Republican,q4,1
Colorado,10,2010,5047539,190000,1,0,0,10/1/10,27,22,1,1,1,69520,0.2977,0.07,5.845864826,Democrat,q4,1
Connecticut,10,2010,3579173,130000,0,0,0,10/1/10,0,22,1,0,0,76174,0.2877,0.08,3.413449607,Republican,q4,1
District of Columbia,10,2010,605282,20000,1,0,0,10/1/10,54,22,1,1,0,65705,0.6646,0.05,0.664757704,Democrat,q4,1
Delaware,10,2010,899647,20000,0,0,0,10/1/10,0,22,1,0,0,63727,0.3437,0.04,7.907039938,Democrat,q4,1
Florida,10,2010,18846143,900000,0,0,0,10/1/10,0,22,1,0,0,50860,0.4212,0.12,6.026175836,Republican,q4,1
Georgia,10,2010,9712209,400000,0,0,0,10/1/10,0,22,1,0,0,50919,0.4396,0.06,8.134065083,Republican,q4,1
Hawaii,10,2010,1364004,40000,0,0,0,10/1/10,0,22,1,1,0,68719,0.783,0.11,1.029183982,Republican,q4,1
Idaho,10,2010,1570819,35000,0,0,0,10/1/10,0,22,1,0,0,54304,0.1582,0.04,9.249914837,Republican,q4,1
Illinois,10,2010,12840545,500000,1,0,0,10/1/10,113,22,1,0,0,58549,0.3628,0.1,7.856199133,Democrat,q4,1
Indiana,10,2010,6490555,100000,0,0,0,10/1/10,0,22,1,0,0,53253,0.1833,0.03,5.73737446,Republican,q4,1
Iowa,10,2010,3050819,45000,0,0,0,10/1/10,0,22,1,0,0,56573,0.1124,0.03,8.403485477,Democrat,q4,1
Kansas,10,2010,2858266,85000,0,0,0,10/1/10,0,22,1,0,0,53155,0.2171,0.04,15.38667521,Democrat,q4,1
Kentucky,10,2010,4348464,50000,0,0,0,10/1/10,0,22,1,0,0,47442,0.1316,0.02,14.58738106,Democrat,q4,1
Louisiana,10,2010,4544635,65000,0,0,0,10/1/10,0,22,1,0,0,45359,0.393,0.03,5.999948824,Republican,q4,1
Maine,10,2010,1327651,5000,1,0,0,10/1/10,77,22,1,1,1,55321,0.0537,0.02,15.28199036,Democrat,q4,1
Maryland,10,2010,5788784,250000,0,0,0,10/1/10,0,22,1,0,0,74100,0.4524,0.06,3.308188789,Democrat,q4,1
Massachusetts,10,2010,6566440,180000,1,0,0,10/1/10,76,22,1,0,1,70329,0.2361,0.09,7.22398902,Democrat,q4,1
Michigan,10,2010,9877597,110000,1,0,0,10/1/10,113,22,1,1,0,53411,0.2326,0.03,8.286420792,Democrat,q4,1
Minnesota,10,2010,5310934,90000,0,0,0,10/1/10,0,22,1,0,1,60388,0.1678,0.04,7.013673836,Republican,q4,1
Mississippi,10,2010,2970615,25000,0,0,0,10/1/10,0,22,1,0,1,44044,0.4165,0.02,7.784862789,Republican,q4,1
Missouri,10,2010,5996089,65000,0,0,0,10/1/10,0,22,1,0,0,52881,0.1877,0.02,11.52126249,Democrat,q4,1
Montana,10,2010,990730,5000,0,0,0,10/1/10,0,22,1,1,0,47645,0.12,0.01,13.54335643,Democrat,q4,1
Nebraska,10,2010,1829591,45000,0,0,0,10/1/10,0,22,1,0,1,60599,0.1764,0.04,17.95940627,Republican,q4,1
Nevada,10,2010,2702483,230000,1,0,0,10/1/10,76,22,1,1,0,59094,0.4606,0.13,2.147709856,Republican,q4,1
New Hampshire,10,2010,1316807,10000,0,0,0,10/1/10,0,22,1,0,0,76907,0.0788,0.02,19.36998185,Democrat,q4,1
New Jersey,10,2010,8799451,475000,0,0,0,10/1/10,0,22,1,1,0,72677,0.4062,0.12,7.279432623,Democrat,q4,1
New Mexico,10,2010,2064614,85000,0,0,0,10/1/10,0,22,1,1,0,52093,0.5947,0.1,6.556010915,Democrat,q4,1
New York,10,2010,19399956,800000,0,0,0,10/1/10,0,22,1,0,1,57456,0.4179,0.13,5.774559345,Democrat,q4,1
North Carolina,10,2010,9574586,350000,0,0,0,10/1/10,0,22,1,0,1,50588,0.3461,0.05,8.452639473,Democrat,q4,1
North Dakota,10,2010,674752,5000,0,0,0,10/1/10,0,22,1,0,0,58870,0.1074,0.02,19.7742759,Republican,q4,1
Ohio,10,2010,11539449,100000,0,0,0,10/1/10,0,22,1,0,1,52961,0.1867,0.02,7.445929893,Democrat,q4,1
Oklahoma,10,2010,3760014,90000,0,0,0,10/1/10,0,22,1,0,0,49749,0.3121,0.04,11.19596647,Democrat,q4,1
Oregon,10,2010,3837614,130000,1,0,0,10/1/10,67,22,1,1,1,58404,0.2151,0.06,7.517474212,Democrat,q4,1
Pennsylvania,10,2010,12711406,150000,0,0,0,10/1/10,0,22,1,0,0,55763,0.2024,0.04,13.46991772,Democrat,q4,1
Rhode Island,10,2010,1053994,35000,0,0,0,10/1/10,0,22,1,1,0,59582,0.2358,0.09,5.890361374,Republican,q4,1
South Carolina,10,2010,4635846,100000,0,0,0,10/1/10,0,22,1,0,0,48127,0.3559,0.03,11.76123652,Republican,q4,1
Tennessee,10,2010,6355518,120000,0,0,0,10/1/10,0,22,1,0,0,44541,0.242,0.03,9.155221983,Democrat,q4,1
Texas,10,2010,25241897,1650000,0,0,0,10/1/10,0,22,1,0,0,54554,0.5482,0.15,4.42622855,Republican,q4,1
South Dakota,10,2010,816193,5000,0,0,0,10/1/10,0,22,1,0,0,52344,0.1496,0.02,22.59942519,Republican,q4,1
Utah,10,2010,2775413,110000,0,0,0,10/1/10,0,22,1,0,0,65443,0.1959,0.06,6.078400512,Republican,q4,1
Vermont,10,2010,625886,5000,1,0,0,10/1/10,94,22,1,1,0,64551,0.055,0.01,15.18200022,Republican,q4,1
Virginia,10,2010,8024004,275000,0,0,0,10/1/10,0,22,1,0,0,69675,0.3508,0.05,5.636778492,Democrat,q4,1
Washington,10,2010,6743009,220000,1,0,0,10/1/10,27,22,1,1,0,64822,0.2734,0.08,4.580238946,Democrat,q4,1
Wisconsin,10,2010,5690538,75000,0,0,0,10/1/10,0,22,1,0,0,58114,0.1647,0.03,7.508370866,Democrat,q4,1
West Virginia,10,2010,1854265,5000,0,0,0,10/1/10,0,22,1,0,0,49372,0.0644,0.01,28.2245922,Democrat,q4,1
Wyoming,10,2010,564531,5000,0,0,0,10/1/10,0,22,1,0,0,60249,0.1392,0.02,14.37123199,Democrat,q4,1
Alabama,11,2010,4785514,90000,0,0,0,11/1/10,0,23,1,0,0,47244,0.3265,0.02,9.351980946,Republican,q4,1
Alaska,11,2010,713982,10000,1,0,0,11/1/10,53,23,1,1,1,66767,0.3583,0.06,6.617565271,Republican,q4,1
Arizona,11,2010,6407342,325000,0,0,0,11/1/10,0,23,1,0,1,54127,0.4201,0.12,2.112009402,Republican,q4,1
Arkansas,11,2010,2921998,70000,0,0,0,11/1/10,0,23,1,0,0,44536,0.2541,0.03,10.35694419,Democrat,q4,1
California,11,2010,37319550,2500000,1,0,0,11/1/10,73,23,1,1,1,62652,0.6001,0.2,2.3675338,Republican,q4,1
Colorado,11,2010,5047539,190000,1,0,0,11/1/10,26,23,1,1,1,69520,0.2977,0.07,5.845864826,Democrat,q4,1
Connecticut,11,2010,3579173,130000,0,0,0,11/1/10,0,23,1,0,0,76174,0.2877,0.08,3.413449607,Republican,q4,1
District of Columbia,11,2010,605282,20000,1,0,0,11/1/10,53,23,1,1,0,65705,0.6646,0.05,0.664757704,Democrat,q4,1
Delaware,11,2010,899647,20000,0,0,0,11/1/10,0,23,1,0,0,63727,0.3437,0.04,7.907039938,Democrat,q4,1
Florida,11,2010,18846143,900000,0,0,0,11/1/10,0,23,1,0,0,50860,0.4212,0.12,6.026175836,Republican,q4,1
Georgia,11,2010,9712209,400000,0,0,0,11/1/10,0,23,1,0,0,50919,0.4396,0.06,8.134065083,Republican,q4,1
Hawaii,11,2010,1364004,40000,0,0,0,11/1/10,0,23,1,1,0,68719,0.783,0.11,1.029183982,Republican,q4,1
Idaho,11,2010,1570819,35000,0,0,0,11/1/10,0,23,1,0,0,54304,0.1582,0.04,9.249914837,Republican,q4,1
Illinois,11,2010,12840545,500000,1,0,0,11/1/10,112,23,1,0,0,58549,0.3628,0.1,7.856199133,Democrat,q4,1
Indiana,11,2010,6490555,100000,0,0,0,11/1/10,0,23,1,0,0,53253,0.1833,0.03,5.73737446,Republican,q4,1
Iowa,11,2010,3050819,45000,0,0,0,11/1/10,0,23,1,0,0,56573,0.1124,0.03,8.403485477,Democrat,q4,1
Kansas,11,2010,2858266,85000,0,0,0,11/1/10,0,23,1,0,0,53155,0.2171,0.04,15.38667521,Democrat,q4,1
Kentucky,11,2010,4348464,50000,0,0,0,11/1/10,0,23,1,0,0,47442,0.1316,0.02,14.58738106,Democrat,q4,1
Louisiana,11,2010,4544635,65000,0,0,0,11/1/10,0,23,1,0,0,45359,0.393,0.03,5.999948824,Republican,q4,1
Maine,11,2010,1327651,5000,1,0,0,11/1/10,76,23,1,1,1,55321,0.0537,0.02,15.28199036,Democrat,q4,1
Maryland,11,2010,5788784,250000,0,0,0,11/1/10,0,23,1,0,0,74100,0.4524,0.06,3.308188789,Democrat,q4,1
Massachusetts,11,2010,6566440,180000,1,0,0,11/1/10,75,23,1,0,1,70329,0.2361,0.09,7.22398902,Democrat,q4,1
Michigan,11,2010,9877597,110000,1,0,0,11/1/10,112,23,1,1,0,53411,0.2326,0.03,8.286420792,Democrat,q4,1
Minnesota,11,2010,5310934,90000,0,0,0,11/1/10,0,23,1,0,1,60388,0.1678,0.04,7.013673836,Republican,q4,1
Mississippi,11,2010,2970615,25000,0,0,0,11/1/10,0,23,1,0,1,44044,0.4165,0.02,7.784862789,Republican,q4,1
Missouri,11,2010,5996089,65000,0,0,0,11/1/10,0,23,1,0,0,52881,0.1877,0.02,11.52126249,Democrat,q4,1
Montana,11,2010,990730,5000,0,0,0,11/1/10,0,23,1,1,0,47645,0.12,0.01,13.54335643,Democrat,q4,1
Nebraska,11,2010,1829591,45000,0,0,0,11/1/10,0,23,1,0,1,60599,0.1764,0.04,17.95940627,Republican,q4,1
Nevada,11,2010,2702483,230000,1,0,0,11/1/10,75,23,1,1,0,59094,0.4606,0.13,2.147709856,Republican,q4,1
New Hampshire,11,2010,1316807,10000,0,0,0,11/1/10,0,23,1,0,0,76907,0.0788,0.02,19.36998185,Democrat,q4,1
New Jersey,11,2010,8799451,475000,0,0,0,11/1/10,0,23,1,1,0,72677,0.4062,0.12,7.279432623,Democrat,q4,1
New Mexico,11,2010,2064614,85000,0,0,0,11/1/10,0,23,1,1,0,52093,0.5947,0.1,6.556010915,Democrat,q4,1
New York,11,2010,19399956,800000,0,0,0,11/1/10,0,23,1,0,1,57456,0.4179,0.13,5.774559345,Democrat,q4,1
North Carolina,11,2010,9574586,350000,0,0,0,11/1/10,0,23,1,0,1,50588,0.3461,0.05,8.452639473,Democrat,q4,1
North Dakota,11,2010,674752,5000,0,0,0,11/1/10,0,23,1,0,0,58870,0.1074,0.02,19.7742759,Republican,q4,1
Ohio,11,2010,11539449,100000,0,0,0,11/1/10,0,23,1,0,1,52961,0.1867,0.02,7.445929893,Democrat,q4,1
Oklahoma,11,2010,3760014,90000,0,0,0,11/1/10,0,23,1,0,0,49749,0.3121,0.04,11.19596647,Democrat,q4,1
Oregon,11,2010,3837614,130000,1,0,0,11/1/10,66,23,1,1,1,58404,0.2151,0.06,7.517474212,Democrat,q4,1
Pennsylvania,11,2010,12711406,150000,0,0,0,11/1/10,0,23,1,0,0,55763,0.2024,0.04,13.46991772,Democrat,q4,1
Rhode Island,11,2010,1053994,35000,0,0,0,11/1/10,0,23,1,1,0,59582,0.2358,0.09,5.890361374,Republican,q4,1
South Carolina,11,2010,4635846,100000,0,0,0,11/1/10,0,23,1,0,0,48127,0.3559,0.03,11.76123652,Republican,q4,1
Tennessee,11,2010,6355518,120000,0,0,0,11/1/10,0,23,1,0,0,44541,0.242,0.03,9.155221983,Democrat,q4,1
Texas,11,2010,25241897,1650000,0,0,0,11/1/10,0,23,1,0,0,54554,0.5482,0.15,4.42622855,Republican,q4,1
South Dakota,11,2010,816193,5000,0,0,0,11/1/10,0,23,1,0,0,52344,0.1496,0.02,22.59942519,Republican,q4,1
Utah,11,2010,2775413,110000,0,0,0,11/1/10,0,23,1,0,0,65443,0.1959,0.06,6.078400512,Republican,q4,1
Vermont,11,2010,625886,5000,1,0,0,11/1/10,93,23,1,1,0,64551,0.055,0.01,15.18200022,Republican,q4,1
Virginia,11,2010,8024004,275000,0,0,0,11/1/10,0,23,1,0,0,69675,0.3508,0.05,5.636778492,Democrat,q4,1
Washington,11,2010,6743009,220000,1,0,0,11/1/10,26,23,1,1,0,64822,0.2734,0.08,4.580238946,Democrat,q4,1
Wisconsin,11,2010,5690538,75000,0,0,0,11/1/10,0,23,1,0,0,58114,0.1647,0.03,7.508370866,Democrat,q4,1
West Virginia,11,2010,1854265,5000,0,0,0,11/1/10,0,23,1,0,0,49372,0.0644,0.01,28.2245922,Democrat,q4,1
Wyoming,11,2010,564531,5000,0,0,0,11/1/10,0,23,1,0,0,60249,0.1392,0.02,14.37123199,Democrat,q4,1
Alabama,12,2010,4785514,90000,0,0,0,12/1/10,0,24,1,0,0,47244,0.3265,0.02,9.351980946,Republican,q4,1
Alaska,12,2010,713982,10000,1,0,0,12/1/10,52,24,1,1,1,66767,0.3583,0.06,6.617565271,Republican,q4,1
Arizona,12,2010,6407342,325000,0,0,0,12/1/10,0,24,1,1,1,54127,0.4201,0.12,2.112009402,Republican,q4,1
Arkansas,12,2010,2921998,70000,0,0,0,12/1/10,0,24,1,0,0,44536,0.2541,0.03,10.35694419,Democrat,q4,1
California,12,2010,37319550,2500000,1,0,0,12/1/10,72,24,1,1,1,62652,0.6001,0.2,2.3675338,Republican,q4,1
Colorado,12,2010,5047539,190000,1,0,0,12/1/10,25,24,1,1,1,69520,0.2977,0.07,5.845864826,Democrat,q4,1
Connecticut,12,2010,3579173,130000,0,0,0,12/1/10,0,24,1,0,0,76174,0.2877,0.08,3.413449607,Republican,q4,1
District of Columbia,12,2010,605282,20000,1,0,0,12/1/10,52,24,1,1,0,65705,0.6646,0.05,0.664757704,Democrat,q4,1
Delaware,12,2010,899647,20000,0,0,0,12/1/10,0,24,1,0,0,63727,0.3437,0.04,7.907039938,Democrat,q4,1
Florida,12,2010,18846143,900000,0,0,0,12/1/10,0,24,1,0,0,50860,0.4212,0.12,6.026175836,Republican,q4,1
Georgia,12,2010,9712209,400000,0,0,0,12/1/10,0,24,1,0,0,50919,0.4396,0.06,8.134065083,Republican,q4,1
Hawaii,12,2010,1364004,40000,0,0,0,12/1/10,0,24,1,1,0,68719,0.783,0.11,1.029183982,Republican,q4,1
Idaho,12,2010,1570819,35000,0,0,0,12/1/10,0,24,1,0,0,54304,0.1582,0.04,9.249914837,Republican,q4,1
Illinois,12,2010,12840545,500000,1,0,0,12/1/10,111,24,1,0,0,58549,0.3628,0.1,7.856199133,Democrat,q4,1
Indiana,12,2010,6490555,100000,0,0,0,12/1/10,0,24,1,0,0,53253,0.1833,0.03,5.73737446,Republican,q4,1
Iowa,12,2010,3050819,45000,0,0,0,12/1/10,0,24,1,0,0,56573,0.1124,0.03,8.403485477,Democrat,q4,1
Kansas,12,2010,2858266,85000,0,0,0,12/1/10,0,24,1,0,0,53155,0.2171,0.04,15.38667521,Democrat,q4,1
Kentucky,12,2010,4348464,50000,0,0,0,12/1/10,0,24,1,0,0,47442,0.1316,0.02,14.58738106,Democrat,q4,1
Louisiana,12,2010,4544635,65000,0,0,0,12/1/10,0,24,1,0,0,45359,0.393,0.03,5.999948824,Republican,q4,1
Maine,12,2010,1327651,5000,1,0,0,12/1/10,75,24,1,1,1,55321,0.0537,0.02,15.28199036,Democrat,q4,1
Maryland,12,2010,5788784,250000,0,0,0,12/1/10,0,24,1,0,0,74100,0.4524,0.06,3.308188789,Democrat,q4,1
Massachusetts,12,2010,6566440,180000,1,0,0,12/1/10,74,24,1,0,1,70329,0.2361,0.09,7.22398902,Democrat,q4,1
Michigan,12,2010,9877597,110000,1,0,0,12/1/10,111,24,1,1,0,53411,0.2326,0.03,8.286420792,Democrat,q4,1
Minnesota,12,2010,5310934,90000,0,0,0,12/1/10,0,24,1,0,1,60388,0.1678,0.04,7.013673836,Republican,q4,1
Mississippi,12,2010,2970615,25000,0,0,0,12/1/10,0,24,1,0,1,44044,0.4165,0.02,7.784862789,Republican,q4,1
Missouri,12,2010,5996089,65000,0,0,0,12/1/10,0,24,1,0,0,52881,0.1877,0.02,11.52126249,Democrat,q4,1
Montana,12,2010,990730,5000,0,0,0,12/1/10,0,24,1,1,0,47645,0.12,0.01,13.54335643,Democrat,q4,1
Nebraska,12,2010,1829591,45000,0,0,0,12/1/10,0,24,1,0,1,60599,0.1764,0.04,17.95940627,Republican,q4,1
Nevada,12,2010,2702483,230000,1,0,0,12/1/10,74,24,1,1,0,59094,0.4606,0.13,2.147709856,Republican,q4,1
New Hampshire,12,2010,1316807,10000,0,0,0,12/1/10,0,24,1,0,0,76907,0.0788,0.02,19.36998185,Democrat,q4,1
New Jersey,12,2010,8799451,475000,0,0,0,12/1/10,0,24,1,1,0,72677,0.4062,0.12,7.279432623,Democrat,q4,1
New Mexico,12,2010,2064614,85000,0,0,0,12/1/10,0,24,1,1,0,52093,0.5947,0.1,6.556010915,Democrat,q4,1
New York,12,2010,19399956,800000,0,0,0,12/1/10,0,24,1,0,1,57456,0.4179,0.13,5.774559345,Democrat,q4,1
North Carolina,12,2010,9574586,350000,0,0,0,12/1/10,0,24,1,0,1,50588,0.3461,0.05,8.452639473,Democrat,q4,1
North Dakota,12,2010,674752,5000,0,0,0,12/1/10,0,24,1,0,0,58870,0.1074,0.02,19.7742759,Republican,q4,1
Ohio,12,2010,11539449,100000,0,0,0,12/1/10,0,24,1,0,1,52961,0.1867,0.02,7.445929893,Democrat,q4,1
Oklahoma,12,2010,3760014,90000,0,0,0,12/1/10,0,24,1,0,0,49749,0.3121,0.04,11.19596647,Democrat,q4,1
Oregon,12,2010,3837614,130000,1,0,0,12/1/10,65,24,1,1,1,58404,0.2151,0.06,7.517474212,Democrat,q4,1
