State,Month,Year,Population,PopUI,everRCL,RCL,RCL_l1,date,time_to_treat_m,time,treat,MCL,Decriminalization,hhi,popBIPOC,popNotProfE,popPolice,party,season,ICE_SC
Washington,7,2019,7614024,300000,1,1,1,7/1/19,-80,127,1,1,0,78700,0.32472,0.04,4.373009575,Democrat,q3,0
Wisconsin,7,2019,5824581,75000,0,0,0,7/1/19,0,127,1,0,0,64200,0.18929,0.01,8.432899368,Republican,q3,0
West Virginia,7,2019,1795263,5000,0,0,0,7/1/19,0,127,1,1,0,48900,0.07479,0,30.29885383,Republican,q3,0
Wyoming,7,2019,580116,5000,0,0,0,7/1/19,0,127,1,0,0,65000,0.16188,0.01,15.37773063,Republican,q3,0
Alabama,8,2019,4907965,60000,0,0,0,8/1/19,0,128,1,0,0,51700,0.34609,0.01,10.07508385,Republican,q3,0
Alaska,8,2019,733603,10000,1,1,1,8/1/19,-54,128,1,1,1,75500,0.39993,0.02,7.655031474,Republican,q3,0
Arizona,8,2019,7291843,250000,0,0,0,8/1/19,0,128,1,1,1,62100,0.45848,0.05,2.610350148,Republican,q3,0
Arkansas,8,2019,3020985,70000,0,0,0,8/1/19,0,128,1,1,0,49000,0.27855,0.02,11.56470069,Republican,q3,0
California,8,2019,39437610,1900000,1,1,1,8/1/19,-33,128,1,1,1,80400,0.63648,0.1,2.409381016,Democrat,q3,0
Colorado,8,2019,5758486,170000,1,1,1,8/1/19,-81,128,1,1,1,77100,0.32211,0.03,5.574139881,Democrat,q3,0
Connecticut,8,2019,3566022,140000,0,0,0,8/1/19,0,128,1,1,1,78800,0.34318,0.04,3.646270272,Democrat,q3,0
District of Columbia,8,2019,708253,25000,1,1,1,8/1/19,-54,128,1,1,0,92300,0.63341,0.02,1.416934349,Democrat,q3,0
Delaware,8,2019,976668,30000,0,0,0,8/1/19,0,128,1,1,1,70200,0.38563,0.02,8.729014422,Democrat,q3,0
Florida,8,2019,21492056,775000,0,0,0,8/1/19,0,128,1,1,0,59200,0.47031,0.07,5.731516314,Republican,q3,0
Georgia,8,2019,10628020,350000,0,0,0,8/1/19,0,128,1,0,0,62000,0.47984,0.03,7.855013406,Republican,q3,0
Hawaii,8,2019,1415615,40000,0,0,0,8/1/19,0,128,1,1,0,83100,0.79571,0.05,1.483184921,Democrat,q3,0
Idaho,8,2019,1789060,40000,0,0,0,8/1/19,0,128,1,0,0,61000,0.18356,0.02,8.67343941,Republican,q3,0
Illinois,8,2019,12667017,400000,1,0,0,8/1/19,5,128,1,1,1,69200,0.39148,0.04,9.414590058,Republican,q3,0
Indiana,8,2019,6731010,110000,0,0,0,8/1/19,0,128,1,0,0,57600,0.21435,0.02,6.46146538,Republican,q3,0
Iowa,8,2019,3159596,45000,0,0,0,8/1/19,0,128,1,0,0,61700,0.14692,0.02,9.096470126,Republican,q3,0
Kansas,8,2019,2912635,70000,0,0,0,8/1/19,0,128,1,0,1,62100,0.24276,0.02,16.20148051,Republican,q3,0
Kentucky,8,2019,4472345,50000,0,0,0,8/1/19,0,128,1,0,0,52300,0.15532,0.01,16.07100609,Republican,q3,0
Louisiana,8,2019,4658285,65000,0,0,0,8/1/19,0,128,1,1,0,51100,0.41227,0.01,6.754439969,Democrat,q3,0
Maine,8,2019,1345770,5000,1,1,1,8/1/19,-30,128,1,1,1,58900,0.06822,0.01,19.41658012,Republican,q3,0
Maryland,8,2019,6054954,275000,0,0,0,8/1/19,0,128,1,1,1,86700,0.50063,0.03,3.57279909,Republican,q3,0
Massachusetts,8,2019,6894883,275000,1,1,1,8/1/19,-32,128,1,1,1,85800,0.29527,0.05,7.413852413,Democrat,q3,0
Michigan,8,2019,9984795,120000,1,0,0,8/1/19,5,128,1,1,0,59600,0.2508,0.01,8.78154158,Republican,q3,0
Minnesota,8,2019,5640053,80000,0,0,0,8/1/19,0,128,1,1,1,74600,0.2091,0.02,8.741705133,Democrat,q3,0
Mississippi,8,2019,2978227,20000,0,0,0,8/1/19,0,128,1,0,1,45800,0.43412,0.01,8.702521278,Republican,q3,0
Missouri,8,2019,6140475,60000,0,0,0,8/1/19,0,128,1,1,1,57400,0.20621,0.01,11.89423322,Republican,q3,0
Montana,8,2019,1070123,5000,0,0,0,8/1/19,0,128,1,1,1,57200,0.1388,0,13.84759043,Democrat,q3,0
Nebraska,8,2019,1932571,45000,0,0,0,8/1/19,0,128,1,0,1,63200,0.21492,0.03,17.67982763,Republican,q3,0
Nevada,8,2019,3090771,200000,1,1,1,8/1/19,-31,128,1,1,0,63300,0.52181,0.06,2.597271047,Republican,q3,0
New Hampshire,8,2019,1360783,15000,0,0,0,8/1/19,0,128,1,1,1,77900,0.10227,0.01,19.19525546,Republican,q3,0
New Jersey,8,2019,8891258,400000,0,0,0,8/1/19,0,128,1,1,0,85800,0.4553,0.06,7.430599886,Democrat,q3,0
New Mexico,8,2019,2099634,55000,0,0,0,8/1/19,0,128,1,1,0,51900,0.63262,0.05,7.916716146,Republican,q3,0
New York,8,2019,19463131,575000,0,0,0,8/1/19,0,128,1,1,1,72100,0.44827,0.07,6.482103714,Democrat,q3,0
North Carolina,8,2019,10501384,325000,0,0,0,8/1/19,0,128,1,0,1,57300,0.37322,0.03,7.904208242,Democrat,q3,0
North Dakota,8,2019,763724,5000,0,0,0,8/1/19,0,128,1,1,1,64600,0.15916,0.01,19.28976907,Republican,q3,0
Ohio,8,2019,11696507,110000,0,0,0,8/1/19,0,128,1,1,1,58600,0.21435,0.01,8.01601492,Republican,q3,0
Oklahoma,8,2019,3960676,85000,0,0,0,8/1/19,0,128,1,1,0,54400,0.34981,0.02,12.76228711,Republican,q3,0
Oregon,8,2019,4216116,110000,1,1,1,8/1/19,-41,128,1,1,1,67100,0.24974,0.03,7.255075411,Democrat,q3,0
Pennsylvania,8,2019,12798883,200000,0,0,0,8/1/19,0,128,1,1,0,63500,0.24044,0.02,14.8883115,Democrat,q3,0
Rhode Island,8,2019,1058158,35000,0,0,0,8/1/19,0,128,1,1,1,71200,0.29472,0.04,6.041377774,Democrat,q3,0
South Carolina,8,2019,5157702,90000,0,0,0,8/1/19,0,128,1,0,0,56200,0.36258,0.01,11.2066819,Republican,q3,0
Tennessee,8,2019,6830325,130000,0,0,0,8/1/19,0,128,1,0,0,56100,0.26449,0.02,8.961552305,Republican,q3,0
Texas,8,2019,28986794,1550000,0,0,0,8/1/19,0,128,1,0,0,64000,0.58859,0.08,4.483395417,Republican,q3,0
South Dakota,8,2019,887127,5000,0,0,0,8/1/19,0,128,1,0,0,59500,0.18067,0.01,21.70327776,Republican,q3,0
Utah,8,2019,3203383,100000,0,0,0,8/1/19,0,128,1,1,0,75800,0.2225,0.02,6.300768756,Republican,q3,0
Vermont,8,2019,624046,5000,1,1,1,8/1/19,-13,128,1,1,1,63000,0.07189,0.01,16.82721971,Democrat,q3,0
Virginia,8,2019,8556642,300000,0,0,0,8/1/19,0,128,1,0,0,76500,0.38705,0.03,5.834443108,Democrat,q3,0
Washington,8,2019,7614024,300000,1,1,1,8/1/19,-81,128,1,1,0,78700,0.32472,0.04,4.373009575,Democrat,q3,0
Wisconsin,8,2019,5824581,75000,0,0,0,8/1/19,0,128,1,0,0,64200,0.18929,0.01,8.432899368,Republican,q3,0
West Virginia,8,2019,1795263,5000,0,0,0,8/1/19,0,128,1,1,0,48900,0.07479,0,30.29885383,Republican,q3,0
Wyoming,8,2019,580116,5000,0,0,0,8/1/19,0,128,1,0,0,65000,0.16188,0.01,15.37773063,Republican,q3,0
Alabama,9,2019,4907965,60000,0,0,0,9/1/19,0,129,1,0,0,51700,0.34609,0.01,10.07508385,Republican,q3,0
Alaska,9,2019,733603,10000,1,1,1,9/1/19,-55,129,1,1,1,75500,0.39993,0.02,7.655031474,Republican,q3,0
Arizona,9,2019,7291843,250000,0,0,0,9/1/19,0,129,1,1,1,62100,0.45848,0.05,2.610350148,Republican,q3,0
Arkansas,9,2019,3020985,70000,0,0,0,9/1/19,0,129,1,1,0,49000,0.27855,0.02,11.56470069,Republican,q3,0
California,9,2019,39437610,1900000,1,1,1,9/1/19,-34,129,1,1,1,80400,0.63648,0.1,2.409381016,Democrat,q3,0
Colorado,9,2019,5758486,170000,1,1,1,9/1/19,-82,129,1,1,1,77100,0.32211,0.03,5.574139881,Democrat,q3,0
Connecticut,9,2019,3566022,140000,0,0,0,9/1/19,0,129,1,1,1,78800,0.34318,0.04,3.646270272,Democrat,q3,0
District of Columbia,9,2019,708253,25000,1,1,1,9/1/19,-55,129,1,1,0,92300,0.63341,0.02,1.416934349,Democrat,q3,0
Delaware,9,2019,976668,30000,0,0,0,9/1/19,0,129,1,1,1,70200,0.38563,0.02,8.729014422,Democrat,q3,0
Florida,9,2019,21492056,775000,0,0,0,9/1/19,0,129,1,1,0,59200,0.47031,0.07,5.731516314,Republican,q3,0
Georgia,9,2019,10628020,350000,0,0,0,9/1/19,0,129,1,0,0,62000,0.47984,0.03,7.855013406,Republican,q3,0
Hawaii,9,2019,1415615,40000,0,0,0,9/1/19,0,129,1,1,0,83100,0.79571,0.05,1.483184921,Democrat,q3,0
Idaho,9,2019,1789060,40000,0,0,0,9/1/19,0,129,1,0,0,61000,0.18356,0.02,8.67343941,Republican,q3,0
Illinois,9,2019,12667017,400000,1,0,0,9/1/19,4,129,1,1,1,69200,0.39148,0.04,9.414590058,Republican,q3,0
Indiana,9,2019,6731010,110000,0,0,0,9/1/19,0,129,1,0,0,57600,0.21435,0.02,6.46146538,Republican,q3,0
Iowa,9,2019,3159596,45000,0,0,0,9/1/19,0,129,1,0,0,61700,0.14692,0.02,9.096470126,Republican,q3,0
Kansas,9,2019,2912635,70000,0,0,0,9/1/19,0,129,1,0,1,62100,0.24276,0.02,16.20148051,Republican,q3,0
Kentucky,9,2019,4472345,50000,0,0,0,9/1/19,0,129,1,0,0,52300,0.15532,0.01,16.07100609,Republican,q3,0
Louisiana,9,2019,4658285,65000,0,0,0,9/1/19,0,129,1,1,0,51100,0.41227,0.01,6.754439969,Democrat,q3,0
Maine,9,2019,1345770,5000,1,1,1,9/1/19,-31,129,1,1,1,58900,0.06822,0.01,19.41658012,Republican,q3,0
Maryland,9,2019,6054954,275000,0,0,0,9/1/19,0,129,1,1,1,86700,0.50063,0.03,3.57279909,Republican,q3,0
Massachusetts,9,2019,6894883,275000,1,1,1,9/1/19,-33,129,1,1,1,85800,0.29527,0.05,7.413852413,Democrat,q3,0
Michigan,9,2019,9984795,120000,1,0,0,9/1/19,4,129,1,1,0,59600,0.2508,0.01,8.78154158,Republican,q3,0
Minnesota,9,2019,5640053,80000,0,0,0,9/1/19,0,129,1,1,1,74600,0.2091,0.02,8.741705133,Democrat,q3,0
Mississippi,9,2019,2978227,20000,0,0,0,9/1/19,0,129,1,0,1,45800,0.43412,0.01,8.702521278,Republican,q3,0
Missouri,9,2019,6140475,60000,0,0,0,9/1/19,0,129,1,1,1,57400,0.20621,0.01,11.89423322,Republican,q3,0
Montana,9,2019,1070123,5000,0,0,0,9/1/19,0,129,1,1,1,57200,0.1388,0,13.84759043,Democrat,q3,0
Nebraska,9,2019,1932571,45000,0,0,0,9/1/19,0,129,1,0,1,63200,0.21492,0.03,17.67982763,Republican,q3,0
Nevada,9,2019,3090771,200000,1,1,1,9/1/19,-32,129,1,1,0,63300,0.52181,0.06,2.597271047,Republican,q3,0
New Hampshire,9,2019,1360783,15000,0,0,0,9/1/19,0,129,1,1,1,77900,0.10227,0.01,19.19525546,Republican,q3,0
New Jersey,9,2019,8891258,400000,0,0,0,9/1/19,0,129,1,1,0,85800,0.4553,0.06,7.430599886,Democrat,q3,0
New Mexico,9,2019,2099634,55000,0,0,0,9/1/19,0,129,1,1,0,51900,0.63262,0.05,7.916716146,Republican,q3,0
New York,9,2019,19463131,575000,0,0,0,9/1/19,0,129,1,1,1,72100,0.44827,0.07,6.482103714,Democrat,q3,0
North Carolina,9,2019,10501384,325000,0,0,0,9/1/19,0,129,1,0,1,57300,0.37322,0.03,7.904208242,Democrat,q3,0
North Dakota,9,2019,763724,5000,0,0,0,9/1/19,0,129,1,1,1,64600,0.15916,0.01,19.28976907,Republican,q3,0
Ohio,9,2019,11696507,110000,0,0,0,9/1/19,0,129,1,1,1,58600,0.21435,0.01,8.01601492,Republican,q3,0
Oklahoma,9,2019,3960676,85000,0,0,0,9/1/19,0,129,1,1,0,54400,0.34981,0.02,12.76228711,Republican,q3,0
Oregon,9,2019,4216116,110000,1,1,1,9/1/19,-42,129,1,1,1,67100,0.24974,0.03,7.255075411,Democrat,q3,0
Pennsylvania,9,2019,12798883,200000,0,0,0,9/1/19,0,129,1,1,0,63500,0.24044,0.02,14.8883115,Democrat,q3,0
Rhode Island,9,2019,1058158,35000,0,0,0,9/1/19,0,129,1,1,1,71200,0.29472,0.04,6.041377774,Democrat,q3,0
South Carolina,9,2019,5157702,90000,0,0,0,9/1/19,0,129,1,0,0,56200,0.36258,0.01,11.2066819,Republican,q3,0
Tennessee,9,2019,6830325,130000,0,0,0,9/1/19,0,129,1,0,0,56100,0.26449,0.02,8.961552305,Republican,q3,0
Texas,9,2019,28986794,1550000,0,0,0,9/1/19,0,129,1,0,0,64000,0.58859,0.08,4.483395417,Republican,q3,0
South Dakota,9,2019,887127,5000,0,0,0,9/1/19,0,129,1,0,0,59500,0.18067,0.01,21.70327776,Republican,q3,0
Utah,9,2019,3203383,100000,0,0,0,9/1/19,0,129,1,1,0,75800,0.2225,0.02,6.300768756,Republican,q3,0
Vermont,9,2019,624046,5000,1,1,1,9/1/19,-14,129,1,1,1,63000,0.07189,0.01,16.82721971,Democrat,q3,0
Virginia,9,2019,8556642,300000,0,0,0,9/1/19,0,129,1,0,0,76500,0.38705,0.03,5.834443108,Democrat,q3,0
Washington,9,2019,7614024,300000,1,1,1,9/1/19,-82,129,1,1,0,78700,0.32472,0.04,4.373009575,Democrat,q3,0
Wisconsin,9,2019,5824581,75000,0,0,0,9/1/19,0,129,1,0,0,64200,0.18929,0.01,8.432899368,Republican,q3,0
West Virginia,9,2019,1795263,5000,0,0,0,9/1/19,0,129,1,1,0,48900,0.07479,0,30.29885383,Republican,q3,0
Wyoming,9,2019,580116,5000,0,0,0,9/1/19,0,129,1,0,0,65000,0.16188,0.01,15.37773063,Republican,q3,0
Alabama,10,2019,4907965,60000,0,0,0,10/1/19,0,130,1,0,0,51700,0.34609,0.01,10.07508385,Republican,q4,0
Alaska,10,2019,733603,10000,1,1,1,10/1/19,-56,130,1,1,1,75500,0.39993,0.02,7.655031474,Republican,q4,0
Arizona,10,2019,7291843,250000,0,0,0,10/1/19,0,130,1,1,1,62100,0.45848,0.05,2.610350148,Republican,q4,0
Arkansas,10,2019,3020985,70000,0,0,0,10/1/19,0,130,1,1,0,49000,0.27855,0.02,11.56470069,Republican,q4,0
California,10,2019,39437610,1900000,1,1,1,10/1/19,-35,130,1,1,1,80400,0.63648,0.1,2.409381016,Democrat,q4,0
Colorado,10,2019,5758486,170000,1,1,1,10/1/19,-83,130,1,1,1,77100,0.32211,0.03,5.574139881,Democrat,q4,0
Connecticut,10,2019,3566022,140000,0,0,0,10/1/19,0,130,1,1,1,78800,0.34318,0.04,3.646270272,Democrat,q4,0
District of Columbia,10,2019,708253,25000,1,1,1,10/1/19,-56,130,1,1,0,92300,0.63341,0.02,1.416934349,Democrat,q4,0
Delaware,10,2019,976668,30000,0,0,0,10/1/19,0,130,1,1,1,70200,0.38563,0.02,8.729014422,Democrat,q4,0
Florida,10,2019,21492056,775000,0,0,0,10/1/19,0,130,1,1,0,59200,0.47031,0.07,5.731516314,Republican,q4,0
Georgia,10,2019,10628020,350000,0,0,0,10/1/19,0,130,1,0,0,62000,0.47984,0.03,7.855013406,Republican,q4,0
Hawaii,10,2019,1415615,40000,0,0,0,10/1/19,0,130,1,1,0,83100,0.79571,0.05,1.483184921,Democrat,q4,0
Idaho,10,2019,1789060,40000,0,0,0,10/1/19,0,130,1,0,0,61000,0.18356,0.02,8.67343941,Republican,q4,0
Illinois,10,2019,12667017,400000,1,0,0,10/1/19,3,130,1,1,1,69200,0.39148,0.04,9.414590058,Republican,q4,0
Indiana,10,2019,6731010,110000,0,0,0,10/1/19,0,130,1,0,0,57600,0.21435,0.02,6.46146538,Republican,q4,0
Iowa,10,2019,3159596,45000,0,0,0,10/1/19,0,130,1,0,0,61700,0.14692,0.02,9.096470126,Republican,q4,0
Kansas,10,2019,2912635,70000,0,0,0,10/1/19,0,130,1,0,1,62100,0.24276,0.02,16.20148051,Republican,q4,0
Kentucky,10,2019,4472345,50000,0,0,0,10/1/19,0,130,1,0,0,52300,0.15532,0.01,16.07100609,Republican,q4,0
Louisiana,10,2019,4658285,65000,0,0,0,10/1/19,0,130,1,1,0,51100,0.41227,0.01,6.754439969,Democrat,q4,0
Maine,10,2019,1345770,5000,1,1,1,10/1/19,-32,130,1,1,1,58900,0.06822,0.01,19.41658012,Republican,q4,0
Maryland,10,2019,6054954,275000,0,0,0,10/1/19,0,130,1,1,1,86700,0.50063,0.03,3.57279909,Republican,q4,0
Massachusetts,10,2019,6894883,275000,1,1,1,10/1/19,-34,130,1,1,1,85800,0.29527,0.05,7.413852413,Democrat,q4,0
Michigan,10,2019,9984795,120000,1,0,0,10/1/19,3,130,1,1,0,59600,0.2508,0.01,8.78154158,Republican,q4,0
Minnesota,10,2019,5640053,80000,0,0,0,10/1/19,0,130,1,1,1,74600,0.2091,0.02,8.741705133,Democrat,q4,0
Mississippi,10,2019,2978227,20000,0,0,0,10/1/19,0,130,1,0,1,45800,0.43412,0.01,8.702521278,Republican,q4,0
Missouri,10,2019,6140475,60000,0,0,0,10/1/19,0,130,1,1,1,57400,0.20621,0.01,11.89423322,Republican,q4,0
Montana,10,2019,1070123,5000,0,0,0,10/1/19,0,130,1,1,1,57200,0.1388,0,13.84759043,Democrat,q4,0
Nebraska,10,2019,1932571,45000,0,0,0,10/1/19,0,130,1,0,1,63200,0.21492,0.03,17.67982763,Republican,q4,0
Nevada,10,2019,3090771,200000,1,1,1,10/1/19,-33,130,1,1,0,63300,0.52181,0.06,2.597271047,Republican,q4,0
New Hampshire,10,2019,1360783,15000,0,0,0,10/1/19,0,130,1,1,1,77900,0.10227,0.01,19.19525546,Republican,q4,0
New Jersey,10,2019,8891258,400000,0,0,0,10/1/19,0,130,1,1,0,85800,0.4553,0.06,7.430599886,Democrat,q4,0
New Mexico,10,2019,2099634,55000,0,0,0,10/1/19,0,130,1,1,0,51900,0.63262,0.05,7.916716146,Republican,q4,0
New York,10,2019,19463131,575000,0,0,0,10/1/19,0,130,1,1,1,72100,0.44827,0.07,6.482103714,Democrat,q4,0
North Carolina,10,2019,10501384,325000,0,0,0,10/1/19,0,130,1,0,1,57300,0.37322,0.03,7.904208242,Democrat,q4,0
North Dakota,10,2019,763724,5000,0,0,0,10/1/19,0,130,1,1,1,64600,0.15916,0.01,19.28976907,Republican,q4,0
Ohio,10,2019,11696507,110000,0,0,0,10/1/19,0,130,1,1,1,58600,0.21435,0.01,8.01601492,Republican,q4,0
Oklahoma,10,2019,3960676,85000,0,0,0,10/1/19,0,130,1,1,0,54400,0.34981,0.02,12.76228711,Republican,q4,0
Oregon,10,2019,4216116,110000,1,1,1,10/1/19,-43,130,1,1,1,67100,0.24974,0.03,7.255075411,Democrat,q4,0
Pennsylvania,10,2019,12798883,200000,0,0,0,10/1/19,0,130,1,1,0,63500,0.24044,0.02,14.8883115,Democrat,q4,0
Rhode Island,10,2019,1058158,35000,0,0,0,10/1/19,0,130,1,1,1,71200,0.29472,0.04,6.041377774,Democrat,q4,0
South Carolina,10,2019,5157702,90000,0,0,0,10/1/19,0,130,1,0,0,56200,0.36258,0.01,11.2066819,Republican,q4,0
Tennessee,10,2019,6830325,130000,0,0,0,10/1/19,0,130,1,0,0,56100,0.26449,0.02,8.961552305,Republican,q4,0
Texas,10,2019,28986794,1550000,0,0,0,10/1/19,0,130,1,0,0,64000,0.58859,0.08,4.483395417,Republican,q4,0
South Dakota,10,2019,887127,5000,0,0,0,10/1/19,0,130,1,0,0,59500,0.18067,0.01,21.70327776,Republican,q4,0
Utah,10,2019,3203383,100000,0,0,0,10/1/19,0,130,1,1,0,75800,0.2225,0.02,6.300768756,Republican,q4,0
Vermont,10,2019,624046,5000,1,1,1,10/1/19,-15,130,1,1,1,63000,0.07189,0.01,16.82721971,Democrat,q4,0
Virginia,10,2019,8556642,300000,0,0,0,10/1/19,0,130,1,0,0,76500,0.38705,0.03,5.834443108,Democrat,q4,0
Washington,10,2019,7614024,300000,1,1,1,10/1/19,-83,130,1,1,0,78700,0.32472,0.04,4.373009575,Democrat,q4,0
Wisconsin,10,2019,5824581,75000,0,0,0,10/1/19,0,130,1,0,0,64200,0.18929,0.01,8.432899368,Republican,q4,0
West Virginia,10,2019,1795263,5000,0,0,0,10/1/19,0,130,1,1,0,48900,0.07479,0,30.29885383,Republican,q4,0
Wyoming,10,2019,580116,5000,0,0,0,10/1/19,0,130,1,0,0,65000,0.16188,0.01,15.37773063,Republican,q4,0
Alabama,11,2019,4907965,60000,0,0,0,11/1/19,0,131,1,0,0,51700,0.34609,0.01,10.07508385,Republican,q4,0
Alaska,11,2019,733603,10000,1,1,1,11/1/19,-57,131,1,1,1,75500,0.39993,0.02,7.655031474,Republican,q4,0
Arizona,11,2019,7291843,250000,0,0,0,11/1/19,0,131,1,1,1,62100,0.45848,0.05,2.610350148,Republican,q4,0
Arkansas,11,2019,3020985,70000,0,0,0,11/1/19,0,131,1,1,0,49000,0.27855,0.02,11.56470069,Republican,q4,0
California,11,2019,39437610,1900000,1,1,1,11/1/19,-36,131,1,1,1,80400,0.63648,0.1,2.409381016,Democrat,q4,0
Colorado,11,2019,5758486,170000,1,1,1,11/1/19,-84,131,1,1,1,77100,0.32211,0.03,5.574139881,Democrat,q4,0
Connecticut,11,2019,3566022,140000,0,0,0,11/1/19,0,131,1,1,1,78800,0.34318,0.04,3.646270272,Democrat,q4,0
District of Columbia,11,2019,708253,25000,1,1,1,11/1/19,-57,131,1,1,0,92300,0.63341,0.02,1.416934349,Democrat,q4,0
Delaware,11,2019,976668,30000,0,0,0,11/1/19,0,131,1,1,1,70200,0.38563,0.02,8.729014422,Democrat,q4,0
Florida,11,2019,21492056,775000,0,0,0,11/1/19,0,131,1,1,0,59200,0.47031,0.07,5.731516314,Republican,q4,0
Georgia,11,2019,10628020,350000,0,0,0,11/1/19,0,131,1,0,0,62000,0.47984,0.03,7.855013406,Republican,q4,0
Hawaii,11,2019,1415615,40000,0,0,0,11/1/19,0,131,1,1,0,83100,0.79571,0.05,1.483184921,Democrat,q4,0
Idaho,11,2019,1789060,40000,0,0,0,11/1/19,0,131,1,0,0,61000,0.18356,0.02,8.67343941,Republican,q4,0
Illinois,11,2019,12667017,400000,1,0,0,11/1/19,2,131,1,1,1,69200,0.39148,0.04,9.414590058,Republican,q4,0
Indiana,11,2019,6731010,110000,0,0,0,11/1/19,0,131,1,0,0,57600,0.21435,0.02,6.46146538,Republican,q4,0
Iowa,11,2019,3159596,45000,0,0,0,11/1/19,0,131,1,0,0,61700,0.14692,0.02,9.096470126,Republican,q4,0
Kansas,11,2019,2912635,70000,0,0,0,11/1/19,0,131,1,0,1,62100,0.24276,0.02,16.20148051,Republican,q4,0
Kentucky,11,2019,4472345,50000,0,0,0,11/1/19,0,131,1,0,0,52300,0.15532,0.01,16.07100609,Republican,q4,0
Louisiana,11,2019,4658285,65000,0,0,0,11/1/19,0,131,1,1,0,51100,0.41227,0.01,6.754439969,Democrat,q4,0
Maine,11,2019,1345770,5000,1,1,1,11/1/19,-34,131,1,1,1,58900,0.06822,0.01,19.41658012,Republican,q4,0
Maryland,11,2019,6054954,275000,0,0,0,11/1/19,0,131,1,1,1,86700,0.50063,0.03,3.57279909,Republican,q4,0
Massachusetts,11,2019,6894883,275000,1,1,1,11/1/19,-35,131,1,1,1,85800,0.29527,0.05,7.413852413,Democrat,q4,0
Michigan,11,2019,9984795,120000,1,0,0,11/1/19,2,131,1,1,0,59600,0.2508,0.01,8.78154158,Republican,q4,0
Minnesota,11,2019,5640053,80000,0,0,0,11/1/19,0,131,1,1,1,74600,0.2091,0.02,8.741705133,Democrat,q4,0
Mississippi,11,2019,2978227,20000,0,0,0,11/1/19,0,131,1,0,1,45800,0.43412,0.01,8.702521278,Republican,q4,0
Missouri,11,2019,6140475,60000,0,0,0,11/1/19,0,131,1,1,1,57400,0.20621,0.01,11.89423322,Republican,q4,0
Montana,11,2019,1070123,5000,0,0,0,11/1/19,0,131,1,1,1,57200,0.1388,0,13.84759043,Democrat,q4,0
Nebraska,11,2019,1932571,45000,0,0,0,11/1/19,0,131,1,0,1,63200,0.21492,0.03,17.67982763,Republican,q4,0
Nevada,11,2019,3090771,200000,1,1,1,11/1/19,-34,131,1,1,0,63300,0.52181,0.06,2.597271047,Republican,q4,0
New Hampshire,11,2019,1360783,15000,0,0,0,11/1/19,0,131,1,1,1,77900,0.10227,0.01,19.19525546,Republican,q4,0
New Jersey,11,2019,8891258,400000,0,0,0,11/1/19,0,131,1,1,0,85800,0.4553,0.06,7.430599886,Democrat,q4,0
New Mexico,11,2019,2099634,55000,0,0,0,11/1/19,0,131,1,1,0,51900,0.63262,0.05,7.916716146,Republican,q4,0
New York,11,2019,19463131,575000,0,0,0,11/1/19,0,131,1,1,1,72100,0.44827,0.07,6.482103714,Democrat,q4,0
North Carolina,11,2019,10501384,325000,0,0,0,11/1/19,0,131,1,0,1,57300,0.37322,0.03,7.904208242,Democrat,q4,0
North Dakota,11,2019,763724,5000,0,0,0,11/1/19,0,131,1,1,1,64600,0.15916,0.01,19.28976907,Republican,q4,0
Ohio,11,2019,11696507,110000,0,0,0,11/1/19,0,131,1,1,1,58600,0.21435,0.01,8.01601492,Republican,q4,0
Oklahoma,11,2019,3960676,85000,0,0,0,11/1/19,0,131,1,1,0,54400,0.34981,0.02,12.76228711,Republican,q4,0
Oregon,11,2019,4216116,110000,1,1,1,11/1/19,-44,131,1,1,1,67100,0.24974,0.03,7.255075411,Democrat,q4,0
Pennsylvania,11,2019,12798883,200000,0,0,0,11/1/19,0,131,1,1,0,63500,0.24044,0.02,14.8883115,Democrat,q4,0
Rhode Island,11,2019,1058158,35000,0,0,0,11/1/19,0,131,1,1,1,71200,0.29472,0.04,6.041377774,Democrat,q4,0
South Carolina,11,2019,5157702,90000,0,0,0,11/1/19,0,131,1,0,0,56200,0.36258,0.01,11.2066819,Republican,q4,0
Tennessee,11,2019,6830325,130000,0,0,0,11/1/19,0,131,1,0,0,56100,0.26449,0.02,8.961552305,Republican,q4,0
Texas,11,2019,28986794,1550000,0,0,0,11/1/19,0,131,1,0,0,64000,0.58859,0.08,4.483395417,Republican,q4,0
South Dakota,11,2019,887127,5000,0,0,0,11/1/19,0,131,1,0,0,59500,0.18067,0.01,21.70327776,Republican,q4,0
Utah,11,2019,3203383,100000,0,0,0,11/1/19,0,131,1,1,0,75800,0.2225,0.02,6.300768756,Republican,q4,0
Vermont,11,2019,624046,5000,1,1,1,11/1/19,-16,131,1,1,1,63000,0.07189,0.01,16.82721971,Democrat,q4,0
Virginia,11,2019,8556642,300000,0,0,0,11/1/19,0,131,1,0,0,76500,0.38705,0.03,5.834443108,Democrat,q4,0
Washington,11,2019,7614024,300000,1,1,1,11/1/19,-84,131,1,1,0,78700,0.32472,0.04,4.373009575,Democrat,q4,0
Wisconsin,11,2019,5824581,75000,0,0,0,11/1/19,0,131,1,0,0,64200,0.18929,0.01,8.432899368,Republican,q4,0
West Virginia,11,2019,1795263,5000,0,0,0,11/1/19,0,131,1,1,0,48900,0.07479,0,30.29885383,Republican,q4,0
Wyoming,11,2019,580116,5000,0,0,0,11/1/19,0,131,1,0,0,65000,0.16188,0.01,15.37773063,Republican,q4,0
